Day,Campaign Name,Platform,Placement,Impressions,Link Clicks,Amount Spent,Results,,,,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,12,,4,,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,8,,1243,,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1226,16,4144,1,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,955,7,4188,,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,291,2,1553,,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,206,,285,,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,439,1,971,,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,10,,17,,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,45,,275,,,,,,,,
2025-11-25,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",71,,137,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,49,1,55,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,12,,5,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,Rewarded Video,1,1,1,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,93,,86,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,36,,33,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1919,22,6308,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1135,6,3040,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,1,,0,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,5,1,1878,1,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,904,6,3575,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,317,8,1907,1,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,219,2,392,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,409,1,1040,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,14,,29,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,25,2,267,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",113,12,744,,,,,,,,
2025-11-26,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1255,4,4777,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,44,,42,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,9,,4,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,119,,92,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,42,1,75,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1626,18,5730,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1045,4,2563,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,7,,2264,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,1,,1,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1016,6,4432,1,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,835,4,4225,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,304,3,1524,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,313,4,435,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,380,2,1309,1,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,26,,37,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,67,4,447,,,,,,,,
2025-11-27,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",102,1,603,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,812,7,4074,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,80,3,719,1,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,21,,29,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,454,3,1103,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,360,1,737,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,329,11,1595,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1059,11,4526,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",46,,108,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,36,,33,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,5,,1498,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,971,7,2562,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1655,11,5025,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,46,,83,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,57,1,58,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,2,,0,,,,,,,,
2025-11-28,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,15,,9,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,50,,93,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,4,,2,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,59,1,71,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,64,1,90,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1842,12,5147,1,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,844,6,2663,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,8,,1622,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,8,,6,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,848,11,3754,1,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1475,12,5475,1,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,405,6,1686,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,436,2,484,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,429,1,1090,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,26,,78,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,76,1,567,,,,,,,,
2025-11-29,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",147,4,561,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,72,,135,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,82,,94,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,89,1,115,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2272,32,6329,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_search,1,,3,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,7,,4,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,8,,1570,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,4,,1,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1315,17,3128,1,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1812,17,5814,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,714,6,2424,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,610,4,586,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,649,3,1247,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,45,,80,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,114,7,1092,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",98,1,296,,,,,,,,
2025-11-30,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1574,6,4652,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1053,4,3943,1,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,72,,78,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,48,,43,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,1545,20,5914,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,9,,650,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,6,,2,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,84,,94,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1049,9,4006,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,961,6,4366,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,410,3,371,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,456,4,1519,1,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,22,,103,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,187,6,1422,1,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",26,,61,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,9,,3,,,,,,,,
2025-12-01,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,465,10,2043,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,6,,2,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,7,,4,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,55,,43,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2626,28,6500,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_search,1,,3,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1066,13,2650,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,8,,841,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,553,5,1797,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,40,,39,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1171,10,4674,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1162,6,3654,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,386,2,350,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,536,2,1360,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,26,,25,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,225,10,1728,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",37,,67,,,,,,,,
2025-12-02,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,63,1,90,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,284,1,216,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,5,,2,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,8,,6,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,56,,158,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,47,1,80,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2361,20,5998,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,480,13,1523,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,6,,664,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,936,2,2275,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,34,,25,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1506,9,5299,1,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1234,2,4418,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",30,1,53,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,339,9,2420,1,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,23,,46,,,,,,,,
2025-12-03,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,596,2,1332,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",18,,12,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,330,8,2140,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,613,4,1489,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,448,4,488,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,729,10,3594,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1676,11,5264,1,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1288,10,4334,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,31,,50,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,27,,37,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,61,1,42,1,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,6,,390,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,6,,2,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,8,,3,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,65,1,65,,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,2584,19,6917,1,,,,,,,
2025-12-04,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,999,7,2429,1,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,3,,1,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,67,,56,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4308,43,9894,1,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1035,7,2202,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,4,,483,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,14,,8,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1078,3,3113,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,30,,34,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,2183,20,5396,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,647,11,2437,1,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,611,2,1422,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,29,,42,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,297,7,1869,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",14,,30,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,444,2,559,,,,,,,,
2025-12-05,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,62,1,49,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,89,,54,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,5,,1,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",32,2,21,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,273,7,1649,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,33,,36,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,721,5,1702,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,365,4,402,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,528,7,1870,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1437,12,3762,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1256,9,3621,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,26,,22,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,23,,8,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,4,,1199,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1334,10,2630,,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3763,43,9942,2,,,,,,,
2025-12-06,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,94,1,134,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,134,,97,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",27,1,21,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,46,,51,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,82,1,78,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4946,66,11145,2,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1892,13,3857,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,4,,391,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,16,,6,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1921,24,4945,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1644,13,3445,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,688,7,2127,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,412,5,408,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,152,2,41,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,865,1,2058,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,22,,104,,,,,,,,
2025-12-07,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,223,7,1534,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,374,1,345,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,354,20,1694,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,21,,42,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,652,,1934,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,538,5,1860,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,140,1,151,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1661,21,4744,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,73,,83,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,20,,4,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,4,,355,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1770,10,3394,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_search,1,,0,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,4429,41,10009,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,88,2,140,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",44,,11,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,104,2,40,,,,,,,,
2025-12-08,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1119,3,3563,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_reels,1335,8,3001,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_lead_gen_multi_submit,5,,1278,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Facebook Stories,392,8,1345,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Stories,3846,52,9635,1,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,In-Stream Video,96,,84,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Marketplace,102,,88,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,search,62,2,24,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,instagram_explore_grid_home,27,,7,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels,587,5,2262,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Instagram Explore,32,,60,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Instagram,Feed: News Feed,1266,11,4426,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,Feed: News Feed,1250,8,3346,1,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_reels_overlay,364,1,422,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_profile_feed,18,,14,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Facebook,facebook_notification,392,9,1949,,,,,,,,
2025-12-09,媒体ALL_性別男性_リード獲得 - コピー,Audience Network,"Native, Banner and Interstitial",23,1,120,,,,,,,,
