Day,Campaign Name,Age,Gender,Impressions,Link Clicks,Amount Spent,Results,,,,4週間前の開始日,2週間前の開始日,1週間前の開始日,終了日
2026-03-10,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,14,,46,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,11,,37,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,2,,3,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,15,,58,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,986,6,3781,1,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,449,12,2206,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1014,4,2834,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,489,4,1658,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,17,,52,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,814,6,2600,,,,,,,,
2026-03-11,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,365,6,731,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,10,,23,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,1013,5,3711,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,10,,44,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,505,2,2165,1,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,806,3,1945,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,1000,5,3384,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,580,4,1800,1,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,12,1,33,,,,,,,,
2026-03-12,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,464,4,960,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,55-64,Male,1,,2,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,452,3,982,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,742,3,1836,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,10,,17,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,584,6,1625,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,911,9,3226,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,7,1,30,1,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,493,5,2309,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,6,,50,,,,,,,,
2026-03-13,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,917,6,3251,,,,,,,,
2026-03-13,中国・四国_リード獲得,25-34,Female,5,,10,,,,,,,,
2026-03-13,九州_リード獲得,35-44,Male,53,1,174,,,,,,,,
2026-03-13,中部_リード獲得,45-54,Male,69,,211,,,,,,,,
2026-03-13,中部_リード獲得,35-44,Male,102,,448,,,,,,,,
2026-03-13,中国・四国_リード獲得,25-34,Male,38,1,145,,,,,,,,
2026-03-13,中部_リード獲得,25-34,Male,92,1,204,,,,,,,,
2026-03-13,中部_リード獲得,25-34,Female,6,1,12,,,,,,,,
2026-03-13,関西_リード獲得,45-54,Male,36,,163,,,,,,,,
2026-03-13,関西_リード獲得,45-54,Female,1,,1,,,,,,,,
2026-03-13,関西_リード獲得,35-44,Male,28,,118,,,,,,,,
2026-03-13,関西_リード獲得,35-44,Female,4,,4,,,,,,,,
2026-03-13,関西_リード獲得,25-34,Male,58,,280,,,,,,,,
2026-03-13,関西_リード獲得,25-34,Female,2,,0,,,,,,,,
2026-03-13,九州_リード獲得,45-54,Male,48,1,140,,,,,,,,
2026-03-13,九州_リード獲得,45-54,Female,1,,0,,,,,,,,
2026-03-13,九州_リード獲得,35-44,Unknown,1,,37,,,,,,,,
2026-03-13,中部_リード獲得,35-44,Female,4,,8,,,,,,,,
2026-03-13,中国・四国_リード獲得,35-44,Female,2,,5,,,,,,,,
2026-03-13,関東_リード獲得,25-34,Male,57,,224,,,,,,,,
2026-03-13,中国・四国_リード獲得,35-44,Male,57,,139,,,,,,,,
2026-03-13,中国・四国_リード獲得,35-44,Unknown,1,,15,,,,,,,,
2026-03-13,中国・四国_リード獲得,45-54,Female,4,,4,,,,,,,,
2026-03-13,中国・四国_リード獲得,45-54,Male,39,,95,,,,,,,,
2026-03-13,九州_リード獲得,35-44,Female,5,,4,,,,,,,,
2026-03-13,関東_リード獲得,25-34,Female,1,,4,,,,,,,,
2026-03-13,関東_リード獲得,35-44,Female,2,,2,,,,,,,,
2026-03-13,関東_リード獲得,35-44,Male,60,1,127,,,,,,,,
2026-03-13,関東_リード獲得,45-54,Female,3,,9,,,,,,,,
2026-03-13,関東_リード獲得,45-54,Male,63,,277,,,,,,,,
2026-03-13,九州_リード獲得,25-34,Female,4,,10,,,,,,,,
2026-03-13,九州_リード獲得,25-34,Male,57,,319,,,,,,,,
2026-03-14,中部_リード獲得,25-34,Male,205,1,417,,,,,,,,
2026-03-14,中部_リード獲得,25-34,Unknown,1,,1,,,,,,,,
2026-03-14,中部_リード獲得,35-44,Female,59,,160,,,,,,,,
2026-03-14,中部_リード獲得,35-44,Male,262,2,883,,,,,,,,
2026-03-14,中部_リード獲得,35-44,Unknown,1,,0,,,,,,,,
2026-03-14,九州_リード獲得,25-34,Female,24,,27,,,,,,,,
2026-03-14,中部_リード獲得,45-54,Female,54,1,206,,,,,,,,
2026-03-14,中部_リード獲得,45-54,Male,254,1,1393,,,,,,,,
2026-03-14,中国・四国_リード獲得,35-44,Unknown,2,,5,,,,,,,,
2026-03-14,関東_リード獲得,Unknown,Female,1,,5,,,,,,,,
2026-03-14,関東_リード獲得,45-54,Unknown,3,,5,,,,,,,,
2026-03-14,関東_リード獲得,45-54,Male,309,2,1820,,,,,,,,
2026-03-14,関西_リード獲得,45-54,Male,130,2,483,,,,,,,,
2026-03-14,中部_リード獲得,25-34,Female,37,1,81,,,,,,,,
2026-03-14,九州_リード獲得,45-54,Male,127,,703,,,,,,,,
2026-03-14,関西_リード獲得,45-54,Female,26,1,58,,,,,,,,
2026-03-14,関西_リード獲得,35-44,Unknown,2,,1,,,,,,,,
2026-03-14,関西_リード獲得,35-44,Male,118,1,364,,,,,,,,
2026-03-14,関西_リード獲得,35-44,Female,34,1,87,,,,,,,,
2026-03-14,関西_リード獲得,25-34,Unknown,2,,1,,,,,,,,
2026-03-14,関西_リード獲得,25-34,Male,127,2,242,,,,,,,,
2026-03-14,関西_リード獲得,25-34,Female,18,,29,,,,,,,,
2026-03-14,九州_リード獲得,45-54,Female,35,,178,,,,,,,,
2026-03-14,九州_リード獲得,35-44,Male,164,1,435,,,,,,,,
2026-03-14,九州_リード獲得,35-44,Female,29,1,80,,,,,,,,
2026-03-14,九州_リード獲得,25-34,Unknown,1,,3,,,,,,,,
2026-03-14,九州_リード獲得,25-34,Male,147,2,316,,,,,,,,
2026-03-14,関東_リード獲得,35-44,Unknown,3,,5,,,,,,,,
2026-03-14,関東_リード獲得,45-54,Female,76,,237,,,,,,,,
2026-03-14,中国・四国_リード獲得,45-54,Female,47,1,103,,,,,,,,
2026-03-14,関東_リード獲得,35-44,Male,303,1,1067,,,,,,,,
2026-03-14,東北_リード獲得,25-34,Female,42,,47,,,,,,,,
2026-03-14,中国・四国_リード獲得,35-44,Female,51,1,93,,,,,,,,
2026-03-14,関東_リード獲得,35-44,Female,76,1,224,,,,,,,,
2026-03-14,中国・四国_リード獲得,25-34,Male,162,2,414,,,,,,,,
2026-03-14,中国・四国_リード獲得,25-34,Female,31,1,36,,,,,,,,
2026-03-14,東北_リード獲得,45-54,Unknown,1,,0,,,,,,,,
2026-03-14,東北_リード獲得,45-54,Male,177,1,594,,,,,,,,
2026-03-14,東北_リード獲得,45-54,Female,46,,201,,,,,,,,
2026-03-14,東北_リード獲得,35-44,Unknown,1,,1,,,,,,,,
2026-03-14,東北_リード獲得,35-44,Male,238,,659,,,,,,,,
2026-03-14,東北_リード獲得,35-44,Female,54,1,155,,,,,,,,
2026-03-14,東北_リード獲得,25-34,Unknown,2,,12,,,,,,,,
2026-03-14,東北_リード獲得,25-34,Male,179,1,334,,,,,,,,
2026-03-14,中国・四国_リード獲得,25-34,Unknown,1,,0,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Unknown,2,,1,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Female,119,4,233,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Male,245,2,1031,,,,,,,,
2026-03-14,関東_リード獲得,25-34,Female,47,,88,,,,,,,,
2026-03-14,中国・四国_リード獲得,35-44,Male,160,2,474,,,,,,,,
2026-03-14,中国・四国_リード獲得,45-54,Male,159,3,406,,,,,,,,
2026-03-14,関東_リード獲得,25-34,Male,272,3,740,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Male,166,,273,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Female,158,2,429,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Male,203,1,672,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,35-44,Unknown,2,,9,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,25-34,Unknown,2,,1,,,,,,,,
2026-03-14,媒体ALL_性別男性_リード獲得 - コピー,45-54,Female,135,2,469,,,,,,,,
2026-03-15,九州_リード獲得,45-54,Female,63,1,448,1,,,,,,,
2026-03-15,関西_リード獲得,25-34,Female,36,,176,,,,,,,,
2026-03-15,九州_リード獲得,45-54,Unknown,2,,19,,,,,,,,
2026-03-15,九州_リード獲得,45-54,Male,168,,836,,,,,,,,
2026-03-15,九州_リード獲得,35-44,Female,42,,76,,,,,,,,
2026-03-15,九州_リード獲得,35-44,Unknown,2,,2,,,,,,,,
2026-03-15,九州_リード獲得,35-44,Male,187,,562,,,,,,,,
2026-03-15,九州_リード獲得,25-34,Unknown,1,,1,,,,,,,,
2026-03-15,九州_リード獲得,25-34,Male,133,1,401,,,,,,,,
2026-03-15,関西_リード獲得,35-44,Female,42,,132,,,,,,,,
2026-03-15,関西_リード獲得,25-34,Male,98,,407,,,,,,,,
2026-03-15,中部_リード獲得,25-34,Unknown,3,,2,,,,,,,,
2026-03-15,関西_リード獲得,35-44,Male,118,1,305,,,,,,,,
2026-03-15,関西_リード獲得,45-54,Female,65,,311,,,,,,,,
2026-03-15,関西_リード獲得,45-54,Male,126,1,604,,,,,,,,
2026-03-15,関西_リード獲得,45-54,Unknown,1,,3,,,,,,,,
2026-03-15,中部_リード獲得,25-34,Female,72,,121,,,,,,,,
2026-03-15,中部_リード獲得,25-34,Male,218,1,439,,,,,,,,
2026-03-15,中部_リード獲得,35-44,Female,102,,344,,,,,,,,
2026-03-15,中部_リード獲得,35-44,Male,263,1,1236,,,,,,,,
2026-03-15,中部_リード獲得,35-44,Unknown,2,,5,,,,,,,,
2026-03-15,中部_リード獲得,45-54,Female,104,6,545,1,,,,,,,
2026-03-15,中部_リード獲得,45-54,Male,285,1,1786,,,,,,,,
2026-03-15,中部_リード獲得,45-54,Unknown,3,,2,,,,,,,,
2026-03-15,九州_リード獲得,25-34,Female,50,1,145,,,,,,,,
2026-03-15,関東_リード獲得,45-54,Unknown,6,,84,,,,,,,,
2026-03-15,関東_リード獲得,45-54,Male,234,,1273,,,,,,,,
2026-03-15,中国・四国_リード獲得,25-34,Male,156,1,383,,,,,,,,
2026-03-15,関東_リード獲得,45-54,Female,111,1,998,,,,,,,,
2026-03-15,東北_リード獲得,25-34,Female,49,1,80,,,,,,,,
2026-03-15,東北_リード獲得,25-34,Male,102,,119,,,,,,,,
2026-03-15,東北_リード獲得,25-34,Unknown,2,,1,,,,,,,,
2026-03-15,東北_リード獲得,35-44,Female,82,,233,,,,,,,,
2026-03-15,東北_リード獲得,35-44,Male,129,1,417,,,,,,,,
2026-03-15,東北_リード獲得,45-54,Female,63,1,487,,,,,,,,
2026-03-15,東北_リード獲得,45-54,Male,138,1,648,,,,,,,,
2026-03-15,東北_リード獲得,45-54,Unknown,2,,5,,,,,,,,
2026-03-15,中国・四国_リード獲得,25-34,Female,47,,62,,,,,,,,
2026-03-15,東北_リード獲得,35-44,Unknown,2,,13,,,,,,,,
2026-03-15,中国・四国_リード獲得,25-34,Unknown,2,,2,,,,,,,,
2026-03-15,関東_リード獲得,25-34,Unknown,8,1,16,,,,,,,,
2026-03-15,関東_リード獲得,35-44,Unknown,11,,18,,,,,,,,
2026-03-15,中国・四国_リード獲得,35-44,Female,44,,159,,,,,,,,
2026-03-15,関東_リード獲得,35-44,Male,222,2,806,,,,,,,,
2026-03-15,関東_リード獲得,35-44,Female,94,1,271,,,,,,,,
2026-03-15,関東_リード獲得,25-34,Male,200,3,840,,,,,,,,
2026-03-15,関東_リード獲得,25-34,Female,72,1,172,,,,,,,,
2026-03-15,中国・四国_リード獲得,45-54,Male,158,,524,,,,,,,,
2026-03-15,中国・四国_リード獲得,45-54,Female,69,1,338,,,,,,,,
2026-03-15,中国・四国_リード獲得,35-44,Unknown,1,,3,,,,,,,,
2026-03-15,中国・四国_リード獲得,35-44,Male,168,1,628,,,,,,,,
2026-03-16,関西_リード獲得,25-34,Female,34,1,59,,,,,,,,
2026-03-16,関西_リード獲得,45-54,Female,63,1,415,,,,,,,,
2026-03-16,関西_リード獲得,35-44,Female,38,1,151,,,,,,,,
2026-03-16,関西_リード獲得,25-34,Unknown,1,,4,,,,,,,,
2026-03-16,関西_リード獲得,25-34,Male,91,,443,,,,,,,,
2026-03-16,九州_リード獲得,45-54,Female,72,,373,,,,,,,,
2026-03-16,九州_リード獲得,65+,Male,1,,0,,,,,,,,
2026-03-16,九州_リード獲得,65+,Female,2,,15,,,,,,,,
2026-03-16,九州_リード獲得,55-64,Male,6,1,33,,,,,,,,
2026-03-16,九州_リード獲得,55-64,Female,1,,1,,,,,,,,
2026-03-16,九州_リード獲得,45-54,Male,136,1,645,,,,,,,,
2026-03-16,関西_リード獲得,45-54,Unknown,4,,38,,,,,,,,
2026-03-16,関西_リード獲得,45-54,Male,98,1,409,,,,,,,,
2026-03-16,九州_リード獲得,35-44,Male,183,3,592,,,,,,,,
2026-03-16,中部_リード獲得,25-34,Female,62,1,260,,,,,,,,
2026-03-16,中部_リード獲得,25-34,Male,146,,386,,,,,,,,
2026-03-16,中部_リード獲得,35-44,Female,94,1,279,,,,,,,,
2026-03-16,中部_リード獲得,35-44,Male,191,,680,,,,,,,,
2026-03-16,中部_リード獲得,35-44,Unknown,1,,0,,,,,,,,
2026-03-16,中部_リード獲得,45-54,Female,95,,546,,,,,,,,
2026-03-16,中部_リード獲得,45-54,Male,212,2,924,,,,,,,,
2026-03-16,中部_リード獲得,45-54,Unknown,4,,6,,,,,,,,
2026-03-16,中部_リード獲得,55-64,Female,6,,61,,,,,,,,
2026-03-16,中部_リード獲得,55-64,Male,3,,8,,,,,,,,
2026-03-16,中部_リード獲得,65+,Female,8,,67,,,,,,,,
2026-03-16,中部_リード獲得,65+,Male,2,,7,,,,,,,,
2026-03-16,東北_リード獲得,25-34,Female,51,,126,,,,,,,,
2026-03-16,九州_リード獲得,35-44,Unknown,1,,0,,,,,,,,
2026-03-16,関西_リード獲得,35-44,Male,75,2,321,,,,,,,,
2026-03-16,九州_リード獲得,35-44,Female,53,,170,,,,,,,,
2026-03-16,中国・四国_リード獲得,35-44,Male,117,,399,,,,,,,,
2026-03-16,東北_リード獲得,25-34,Unknown,5,,11,,,,,,,,
2026-03-16,九州_リード獲得,25-34,Unknown,5,,3,,,,,,,,
2026-03-16,東北_リード獲得,35-44,Female,68,,248,,,,,,,,
2026-03-16,東北_リード獲得,35-44,Male,95,3,352,,,,,,,,
2026-03-16,東北_リード獲得,35-44,Unknown,1,,2,,,,,,,,
2026-03-16,東北_リード獲得,45-54,Male,114,1,457,,,,,,,,
2026-03-16,東北_リード獲得,45-54,Unknown,3,,83,,,,,,,,
2026-03-16,東北_リード獲得,65+,Female,1,,3,,,,,,,,
2026-03-16,東北_リード獲得,65+,Male,1,,2,,,,,,,,
2026-03-16,中国・四国_リード獲得,25-34,Female,36,,73,,,,,,,,
2026-03-16,中国・四国_リード獲得,25-34,Male,98,2,262,,,,,,,,
2026-03-16,中国・四国_リード獲得,25-34,Unknown,1,,1,,,,,,,,
2026-03-16,中国・四国_リード獲得,35-44,Female,54,1,237,,,,,,,,
2026-03-16,東北_リード獲得,45-54,Female,51,,183,,,,,,,,
2026-03-16,中国・四国_リード獲得,35-44,Unknown,1,,2,,,,,,,,
2026-03-16,関東_リード獲得,35-44,Female,19,,68,,,,,,,,
2026-03-16,九州_リード獲得,25-34,Male,125,,236,,,,,,,,
2026-03-16,中国・四国_リード獲得,45-54,Female,59,,196,,,,,,,,
2026-03-16,九州_リード獲得,25-34,Female,49,,166,,,,,,,,
2026-03-16,関東_リード獲得,45-54,Male,69,1,264,,,,,,,,
2026-03-16,関東_リード獲得,35-44,Male,26,,84,,,,,,,,
2026-03-16,関東_リード獲得,45-54,Female,26,,143,,,,,,,,
2026-03-16,関東_リード獲得,25-34,Male,34,,116,,,,,,,,
2026-03-16,関東_リード獲得,25-34,Female,14,,13,,,,,,,,
2026-03-16,中国・四国_リード獲得,65+,Male,1,,3,,,,,,,,
2026-03-16,中国・四国_リード獲得,45-54,Unknown,2,,82,,,,,,,,
2026-03-16,中国・四国_リード獲得,45-54,Male,118,3,354,,,,,,,,
2026-03-16,東北_リード獲得,25-34,Male,79,,152,,,,,,,,
2026-03-17,九州_リード獲得,65+,Female,1,1,0,,,,,,,,
2026-03-17,関西_リード獲得,45-54,Unknown,4,,45,,,,,,,,
2026-03-17,関西_リード獲得,25-34,Female,30,,79,,,,,,,,
2026-03-17,関西_リード獲得,25-34,Male,74,,153,,,,,,,,
2026-03-17,関西_リード獲得,35-44,Female,37,,208,,,,,,,,
2026-03-17,関西_リード獲得,35-44,Male,106,1,395,,,,,,,,
2026-03-17,関西_リード獲得,35-44,Unknown,1,,4,,,,,,,,
2026-03-17,関西_リード獲得,45-54,Female,54,1,412,1,,,,,,,
2026-03-17,関西_リード獲得,45-54,Male,88,3,392,,,,,,,,
2026-03-17,中部_リード獲得,35-44,Unknown,2,,12,,,,,,,,
2026-03-17,関西_リード獲得,55-64,Female,2,,1,,,,,,,,
2026-03-17,関西_リード獲得,55-64,Male,2,,1,,,,,,,,
2026-03-17,中部_リード獲得,25-34,Female,53,,249,,,,,,,,
2026-03-17,中部_リード獲得,25-34,Male,154,,367,,,,,,,,
2026-03-17,中部_リード獲得,25-34,Unknown,3,,3,,,,,,,,
2026-03-17,中部_リード獲得,35-44,Male,211,3,589,1,,,,,,,
2026-03-17,中部_リード獲得,45-54,Female,131,2,950,,,,,,,,
2026-03-17,中部_リード獲得,45-54,Male,217,4,1168,,,,,,,,
2026-03-17,中部_リード獲得,45-54,Unknown,1,,2,,,,,,,,
2026-03-17,九州_リード獲得,45-54,Unknown,2,,4,,,,,,,,
2026-03-17,九州_リード獲得,55-64,Male,1,,0,,,,,,,,
2026-03-17,中部_リード獲得,35-44,Female,86,1,214,,,,,,,,
2026-03-17,九州_リード獲得,45-54,Male,110,,650,,,,,,,,
2026-03-17,中国・四国_リード獲得,25-34,Male,99,1,300,,,,,,,,
2026-03-17,東北_リード獲得,25-34,Female,53,1,130,,,,,,,,
2026-03-17,東北_リード獲得,25-34,Male,109,1,286,1,,,,,,,
2026-03-17,九州_リード獲得,45-54,Female,71,2,204,,,,,,,,
2026-03-17,東北_リード獲得,35-44,Female,67,,176,,,,,,,,
2026-03-17,東北_リード獲得,35-44,Male,81,,360,,,,,,,,
2026-03-17,東北_リード獲得,35-44,Unknown,2,,14,,,,,,,,
2026-03-17,東北_リード獲得,45-54,Female,59,,243,,,,,,,,
2026-03-17,東北_リード獲得,45-54,Male,107,,543,,,,,,,,
2026-03-17,東北_リード獲得,45-54,Unknown,2,,98,,,,,,,,
2026-03-17,中国・四国_リード獲得,25-34,Female,44,1,86,,,,,,,,
2026-03-17,東北_リード獲得,25-34,Unknown,3,,1,,,,,,,,
2026-03-17,中国・四国_リード獲得,35-44,Female,64,1,220,,,,,,,,
2026-03-17,九州_リード獲得,25-34,Unknown,2,,6,,,,,,,,
2026-03-17,中国・四国_リード獲得,35-44,Male,132,2,568,,,,,,,,
2026-03-17,九州_リード獲得,35-44,Unknown,2,,1,,,,,,,,
2026-03-17,九州_リード獲得,35-44,Female,61,1,216,,,,,,,,
2026-03-17,九州_リード獲得,35-44,Male,134,,510,,,,,,,,
2026-03-17,九州_リード獲得,25-34,Male,172,1,380,,,,,,,,
2026-03-17,九州_リード獲得,25-34,Female,41,,132,,,,,,,,
2026-03-17,中国・四国_リード獲得,45-54,Male,127,,378,,,,,,,,
2026-03-17,中国・四国_リード獲得,45-54,Female,70,,305,,,,,,,,
2026-03-17,中国・四国_リード獲得,35-44,Unknown,1,,1,,,,,,,,
2026-03-18,関西_リード獲得,45-54,Male,107,,320,,,,,,,,
2026-03-18,九州_リード獲得,45-54,Male,135,,441,,,,,,,,
2026-03-18,関西_リード獲得,25-34,Female,25,,49,,,,,,,,
2026-03-18,関西_リード獲得,25-34,Male,65,1,99,,,,,,,,
2026-03-18,関西_リード獲得,25-34,Unknown,4,,7,,,,,,,,
2026-03-18,関西_リード獲得,35-44,Female,47,2,146,,,,,,,,
2026-03-18,関西_リード獲得,35-44,Male,99,1,256,,,,,,,,
2026-03-18,関西_リード獲得,45-54,Female,66,,249,,,,,,,,
2026-03-18,中部_リード獲得,35-44,Male,174,,396,,,,,,,,
2026-03-18,関西_リード獲得,45-54,Unknown,1,,2,,,,,,,,
2026-03-18,中部_リード獲得,25-34,Female,51,,96,,,,,,,,
2026-03-18,中部_リード獲得,25-34,Male,124,1,462,,,,,,,,
2026-03-18,中部_リード獲得,25-34,Unknown,1,,4,,,,,,,,
2026-03-18,中部_リード獲得,35-44,Female,79,1,208,,,,,,,,
2026-03-18,中部_リード獲得,35-44,Unknown,1,,2,,,,,,,,
2026-03-18,中部_リード獲得,45-54,Female,125,2,697,,,,,,,,
2026-03-18,中部_リード獲得,45-54,Male,234,4,1274,,,,,,,,
2026-03-18,中部_リード獲得,45-54,Unknown,4,,8,,,,,,,,
2026-03-18,九州_リード獲得,45-54,Female,77,1,200,,,,,,,,
2026-03-18,九州_リード獲得,35-44,Male,168,,650,,,,,,,,
2026-03-18,九州_リード獲得,35-44,Unknown,1,,0,,,,,,,,
2026-03-18,中国・四国_リード獲得,25-34,Male,133,1,278,,,,,,,,
2026-03-18,九州_リード獲得,35-44,Female,53,,192,,,,,,,,
2026-03-18,東北_リード獲得,25-34,Male,109,,298,,,,,,,,
2026-03-18,東北_リード獲得,35-44,Female,68,,212,,,,,,,,
2026-03-18,東北_リード獲得,35-44,Male,107,1,267,,,,,,,,
2026-03-18,東北_リード獲得,35-44,Unknown,4,,23,,,,,,,,
2026-03-18,東北_リード獲得,45-54,Male,118,1,274,,,,,,,,
2026-03-18,東北_リード獲得,45-54,Unknown,3,,6,,,,,,,,
2026-03-18,中国・四国_リード獲得,25-34,Female,32,,45,,,,,,,,
2026-03-18,東北_リード獲得,45-54,Female,65,,330,,,,,,,,
2026-03-18,中国・四国_リード獲得,25-34,Unknown,1,,1,,,,,,,,
2026-03-18,中国・四国_リード獲得,45-54,Male,161,2,350,,,,,,,,
2026-03-18,中国・四国_リード獲得,35-44,Female,65,1,169,,,,,,,,
2026-03-18,九州_リード獲得,25-34,Male,116,,267,,,,,,,,
2026-03-18,九州_リード獲得,25-34,Female,40,,135,,,,,,,,
2026-03-18,九州_リード獲得,25-34,Unknown,2,,1,,,,,,,,
2026-03-18,中国・四国_リード獲得,45-54,Female,67,,214,,,,,,,,
2026-03-18,中国・四国_リード獲得,35-44,Unknown,1,,0,,,,,,,,
2026-03-18,中国・四国_リード獲得,35-44,Male,137,1,426,,,,,,,,
2026-03-18,東北_リード獲得,25-34,Female,47,,178,,,,,,,,
2026-03-19,関西_リード獲得,45-54,Male,113,1,378,,,,,,,,
2026-03-19,九州_リード獲得,45-54,Female,61,1,189,,,,,,,,
2026-03-19,九州_リード獲得,45-54,Male,108,2,517,,,,,,,,
2026-03-19,九州_リード獲得,45-54,Unknown,4,,24,,,,,,,,
2026-03-19,九州_リード獲得,65+,Male,1,,20,,,,,,,,
2026-03-19,関西_リード獲得,25-34,Female,32,1,61,,,,,,,,
2026-03-19,関西_リード獲得,25-34,Male,65,,163,,,,,,,,
2026-03-19,関西_リード獲得,35-44,Female,56,,183,,,,,,,,
2026-03-19,関西_リード獲得,35-44,Male,120,,232,,,,,,,,
2026-03-19,関西_リード獲得,45-54,Female,62,2,162,,,,,,,,
2026-03-19,中部_リード獲得,45-54,Male,223,,782,,,,,,,,
2026-03-19,関西_リード獲得,45-54,Unknown,2,,10,,,,,,,,
2026-03-19,関西_リード獲得,55-64,Female,1,,0,,,,,,,,
2026-03-19,中部_リード獲得,25-34,Female,54,1,113,,,,,,,,
2026-03-19,中部_リード獲得,25-34,Male,151,1,335,,,,,,,,
2026-03-19,中部_リード獲得,25-34,Unknown,2,,1,,,,,,,,
2026-03-19,中部_リード獲得,35-44,Female,79,1,423,,,,,,,,
2026-03-19,中部_リード獲得,35-44,Male,221,,772,,,,,,,,
2026-03-19,中部_リード獲得,35-44,Unknown,1,,1,,,,,,,,
2026-03-19,中部_リード獲得,45-54,Female,102,2,569,,,,,,,,
2026-03-19,中部_リード獲得,45-54,Unknown,5,,23,,,,,,,,
2026-03-19,九州_リード獲得,35-44,Male,119,2,486,,,,,,,,
2026-03-19,中国・四国_リード獲得,25-34,Male,93,,216,,,,,,,,
2026-03-19,九州_リード獲得,35-44,Female,46,,122,,,,,,,,
2026-03-19,中国・四国_リード獲得,25-34,Female,34,1,56,,,,,,,,
2026-03-19,九州_リード獲得,25-34,Unknown,3,,11,,,,,,,,
2026-03-19,東北_リード獲得,25-34,Male,72,,129,,,,,,,,
2026-03-19,東北_リード獲得,25-34,Unknown,1,,2,,,,,,,,
2026-03-19,東北_リード獲得,35-44,Female,48,,118,,,,,,,,
2026-03-19,東北_リード獲得,35-44,Male,88,,211,,,,,,,,
2026-03-19,東北_リード獲得,35-44,Unknown,1,,0,,,,,,,,
2026-03-19,東北_リード獲得,45-54,Female,46,,129,,,,,,,,
2026-03-19,東北_リード獲得,45-54,Male,108,3,500,,,,,,,,
2026-03-19,東北_リード獲得,45-54,Unknown,3,,4,,,,,,,,
2026-03-19,東北_リード獲得,25-34,Female,38,,65,,,,,,,,
2026-03-19,中国・四国_リード獲得,25-34,Unknown,5,,5,,,,,,,,
2026-03-19,中国・四国_リード獲得,35-44,Male,119,,325,,,,,,,,
2026-03-19,中国・四国_リード獲得,35-44,Unknown,4,,16,,,,,,,,
2026-03-19,中国・四国_リード獲得,45-54,Female,56,2,221,,,,,,,,
2026-03-19,中国・四国_リード獲得,45-54,Male,126,,262,,,,,,,,
2026-03-19,中国・四国_リード獲得,55-64,Male,2,,11,,,,,,,,
